$\epsilon=0.12$,$\epsilon=0.17$,$\epsilon=0.22$,$\epsilon=0.27$,$\epsilon=0.32$,$\epsilon=0.37$,$\epsilon=0.42$,$\epsilon=0.47$
0.1364,0.11900000000000002,0.11120000000000005,0.11420000000000002,0.09699999999999998,0.09499999999999999,0.09139999999999997,0.09139999999999994
0.2882999999999999,0.21780000000000005,0.19229999999999997,0.196,0.15179999999999993,0.145,0.12599999999999997,0.12190000000000005
0.4303999999999999,0.32830000000000015,0.29930000000000007,0.2532000000000001,0.21030000000000004,0.1605,0.15119999999999995,0.13759999999999997
0.5652,0.4380999999999997,0.37610000000000005,0.3135,0.24960000000000002,0.1875999999999999,0.15689999999999998,0.1415
0.6914000000000002,0.5594999999999998,0.47700000000000004,0.3555,0.29350000000000004,0.21059999999999993,0.16380000000000006,0.146
0.7882999999999997,0.6483,0.5577000000000002,0.41669999999999996,0.3154,0.22990000000000005,0.16320000000000007,0.1347
0.8580000000000001,0.7243999999999997,0.6188999999999999,0.4663999999999999,0.3534000000000001,0.2494,0.18539999999999995,0.1405
0.902299999999999,0.7978000000000003,0.6583000000000001,0.5092999999999999,0.3775,0.24960000000000007,0.18259999999999998,0.14150000000000001
0.9360000000000003,0.8435000000000002,0.7201,0.5370000000000001,0.38530000000000014,0.25460000000000016,0.17860000000000004,0.13099999999999995
0.9581000000000001,0.8776999999999999,0.767,0.5641000000000002,0.40210000000000007,0.2537,0.16339999999999996,0.1279
0.9715999999999997,0.8934000000000003,0.786,0.5762,0.40159999999999996,0.26899999999999996,0.16749999999999993,0.13419999999999999
0.9785999999999997,0.9107999999999997,0.8013999999999996,0.6007000000000001,0.4082999999999999,0.26949999999999996,0.17409999999999998,0.1349
0.9870999999999996,0.9314999999999998,0.8282,0.6166000000000001,0.4238000000000001,0.2775,0.17619999999999997,0.14350000000000004
0.9912999999999998,0.9410999999999996,0.8438000000000001,0.6301000000000001,0.42550000000000004,0.2881000000000001,0.17750000000000005,0.13649999999999995
0.9933999999999997,0.9459999999999998,0.8413000000000003,0.6305000000000001,0.42640000000000006,0.28669999999999995,0.18500000000000003,0.14179999999999995
0.9952999999999999,0.9547,0.8497,0.6352999999999999,0.44660000000000016,0.2703,0.1837,0.13419999999999993
0.9967,0.9596999999999994,0.8627000000000004,0.6583999999999998,0.45509999999999984,0.2725,0.1881999999999999,0.1308
0.9974999999999998,0.9688,0.8726999999999998,0.6753999999999999,0.4478999999999999,0.2847,0.17119999999999996,0.13849999999999998
0.9983,0.9761999999999997,0.8771000000000003,0.6886000000000003,0.461,0.27470000000000006,0.1624,0.1291
0.9980000000000001,0.9805999999999997,0.8865000000000001,0.6851000000000002,0.47959999999999975,0.26820000000000005,0.16839999999999997,0.1340000000000001
0.9989,0.9845,0.8896000000000004,0.6721999999999998,0.4656,0.2726,0.17450000000000007,0.12889999999999996
0.9993999999999998,0.9882,0.8913999999999999,0.6742999999999998,0.4793,0.2683999999999998,0.16899999999999996,0.12249999999999994
0.9997,0.9894999999999997,0.9023,0.6836000000000004,0.4912000000000003,0.2552,0.15729999999999994,0.13039999999999996
0.9997,0.9917,0.9055,0.6915,0.49130000000000007,0.2697999999999999,0.15839999999999996,0.13040000000000002
0.9999000000000001,0.9939999999999999,0.9024,0.6898999999999998,0.48629999999999995,0.26419999999999993,0.16040000000000001,0.12919999999999998
1.0,0.9952000000000001,0.9000999999999999,0.7126999999999998,0.4835999999999999,0.2613,0.17009999999999997,0.13889999999999997
1.0,0.9956,0.9087999999999998,0.7182999999999999,0.47149999999999986,0.27909999999999996,0.2036,0.1379999999999999
1.0,0.9963,0.9163,0.7261000000000002,0.4757,0.2802,0.1874999999999999,0.1422
1.0,0.9975,0.9247000000000001,0.7223999999999999,0.4929999999999999,0.28640000000000004,0.18129999999999996,0.14509999999999995
1.0,0.9987999999999999,0.9244999999999999,0.7112999999999999,0.47509999999999997,0.27930000000000005,0.19130000000000003,0.15589999999999996
1.0,0.9987999999999999,0.9236999999999999,0.7171000000000001,0.47230000000000005,0.2700000000000001,0.1936,0.14880000000000002
1.0,0.9994,0.9273,0.7236,0.4739,0.27690000000000003,0.18909999999999993,0.14620000000000005
1.0,0.9991999999999999,0.9323,0.7193000000000002,0.4749999999999999,0.26799999999999985,0.1901,0.1381
1.0,0.9994,0.9274999999999998,0.7116,0.46380000000000005,0.25549999999999995,0.18489999999999998,0.15589999999999998
1.0,0.9997999999999999,0.9263000000000001,0.7090000000000001,0.4724999999999998,0.2528999999999999,0.19199999999999995,0.14349999999999996
1.0,0.9998999999999999,0.9349,0.7173999999999997,0.4805999999999998,0.2704000000000001,0.19650000000000006,0.13619999999999996
1.0,1.0,0.9344,0.7284999999999998,0.47810000000000025,0.2812,0.20660000000000023,0.12899999999999998
1.0,1.0,0.9372,0.7302,0.4773999999999998,0.28709999999999997,0.17109999999999995,0.13330000000000003
1.0,1.0,0.9429000000000001,0.7299,0.4794999999999998,0.27279999999999993,0.16770000000000007,0.14950000000000002
1.0,1.0,0.9440999999999997,0.7306000000000004,0.4884000000000001,0.27130000000000004,0.17479999999999993,0.14049999999999987
1.0,1.0,0.9480999999999998,0.7276,0.49589999999999995,0.26800000000000007,0.1863000000000001,0.1451999999999999
1.0,1.0,0.9542,0.7302999999999998,0.5179000000000001,0.2606,0.1790000000000001,0.14509999999999995
