,100,300,500,700,900,1100,1300,1500,1700,1900
0,9.43,13.07,13.84,15.2,15.65,15.65,17.02,17.12,18.07,18.06
1,12.25,16.7,20.48,22.37,23.55,24.34,27.24,26.14,27.54,27.67
2,19.24,33.13,46.42,55.6,70.72,82.22,113.76,115.58,156.35,182.75
3,41.53,317.14,2101.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,239.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,2628.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
