,100,250,500,1000,1500,2000,2500,3000,4000,5000
0,10.01,11.87,14.01,15.26,17.23,19.37,18.48,19.5,20.25,21.2
1,14.05,17.04,21.03,27.38,31.11,32.61,34.99,37.34,41.68,39.17
2,20.8,47.74,116.63,649.56,0.0,0.0,0.0,0.0,0.0,0.0
3,49.03,904.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,379.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
