$\epsilon=0.12$,$\epsilon=0.17$,$\epsilon=0.22$,$\epsilon=0.27$,$\epsilon=0.32$,$\epsilon=0.37$,$\epsilon=0.42$,$\epsilon=0.47$
0.10169999999999998,0.08509999999999994,0.09209999999999997,0.0986,0.07929999999999997,0.08389999999999997,0.09019999999999997,0.07789999999999994
0.17249999999999996,0.14169999999999996,0.14629999999999996,0.12940000000000004,0.10639999999999995,0.10779999999999995,0.0981,0.10339999999999996
0.22740000000000002,0.17799999999999996,0.1739,0.14390000000000003,0.13739999999999994,0.12539999999999993,0.10620000000000002,0.11889999999999999
0.2841999999999999,0.2304000000000001,0.19649999999999995,0.16830000000000006,0.17329999999999995,0.15149999999999994,0.12359999999999999,0.10169999999999994
0.33590000000000003,0.2693,0.24460000000000007,0.18609999999999996,0.1979,0.14319999999999997,0.1373000000000001,0.12039999999999995
0.37689999999999996,0.3066000000000001,0.2903,0.20779999999999998,0.2037000000000001,0.1737000000000001,0.13949999999999993,0.1256999999999999
0.4164000000000001,0.35609999999999997,0.3295,0.23799999999999993,0.21360000000000004,0.175,0.132,0.1134
0.45970000000000005,0.40149999999999975,0.3784999999999999,0.2844,0.2249000000000001,0.17419999999999994,0.13079999999999994,0.12239999999999997
0.5041000000000001,0.44580000000000003,0.40789999999999993,0.2994,0.23439999999999991,0.19000000000000003,0.13719999999999996,0.11069999999999994
0.5341000000000004,0.48300000000000004,0.43220000000000014,0.3245000000000001,0.22740000000000002,0.1867,0.15169999999999995,0.11270000000000001
0.5719999999999998,0.519,0.4572999999999998,0.3409,0.24350000000000005,0.20220000000000002,0.14999999999999994,0.11749999999999998
0.6117,0.5544,0.49590000000000023,0.35339999999999994,0.24610000000000018,0.19419999999999998,0.15209999999999999,0.11459999999999992
0.6507000000000002,0.5883,0.5331000000000001,0.3632999999999998,0.2559,0.19190000000000002,0.14719999999999997,0.11539999999999997
0.6779999999999998,0.6174000000000003,0.5573000000000001,0.3812,0.2632000000000001,0.19039999999999999,0.146,0.11549999999999995
0.7029000000000002,0.6433999999999997,0.5879,0.4035999999999999,0.2834999999999999,0.19029999999999997,0.15459999999999996,0.1143
0.7315999999999996,0.6792,0.6175,0.41820000000000007,0.28980000000000017,0.18440000000000004,0.1523,0.11719999999999996
0.7518999999999997,0.7005000000000002,0.6422999999999999,0.42719999999999997,0.2908999999999999,0.18219999999999992,0.14029999999999995,0.11529999999999994
0.7757000000000002,0.7145999999999997,0.6577000000000001,0.45010000000000006,0.29340000000000016,0.19839999999999997,0.13299999999999995,0.1261
0.7987999999999996,0.7340000000000002,0.6812999999999999,0.47210000000000024,0.2999,0.19669999999999996,0.14189999999999997,0.12549999999999997
0.8168999999999998,0.7432000000000002,0.6986000000000003,0.4875,0.29150000000000004,0.1912,0.153,0.11209999999999994
0.8316000000000002,0.7616999999999998,0.713,0.49479999999999985,0.28819999999999996,0.1722,0.13099999999999995,0.09399999999999994
0.8508999999999999,0.7767000000000002,0.7353000000000002,0.5098000000000004,0.29039999999999994,0.17629999999999998,0.13829999999999998,0.10739999999999997
0.8669000000000001,0.7975,0.7424000000000001,0.5251999999999999,0.29440000000000016,0.19199999999999995,0.13609999999999997,0.11609999999999995
0.8797999999999999,0.8172999999999994,0.7562000000000001,0.5275999999999998,0.3000000000000001,0.19619999999999993,0.13319999999999996,0.11020000000000002
0.893,0.8314999999999997,0.7714999999999997,0.5386999999999997,0.3010000000000001,0.17909999999999993,0.13139999999999996,0.11059999999999998
0.9024999999999999,0.8417999999999999,0.7886,0.5672999999999999,0.3131000000000002,0.1746,0.14269999999999997,0.13019999999999995
0.9119999999999997,0.8573999999999998,0.8081999999999999,0.5951000000000002,0.31610000000000005,0.17540000000000003,0.13549999999999998,0.12749999999999997
0.9142999999999999,0.8694999999999999,0.8250000000000003,0.6077999999999999,0.32049999999999995,0.18930000000000002,0.1422,0.12569999999999995
0.92,0.8835,0.8280000000000001,0.6289999999999999,0.3181,0.1877999999999999,0.13829999999999998,0.1275
0.9263000000000002,0.8974999999999999,0.8430999999999997,0.6348999999999997,0.31150000000000005,0.19169999999999995,0.14169999999999994,0.11959999999999997
0.9363999999999999,0.9048999999999999,0.8489999999999998,0.6477999999999998,0.31520000000000004,0.19340000000000007,0.14439999999999997,0.12419999999999998
0.9429,0.9168,0.863,0.6448,0.32629999999999987,0.20269999999999996,0.1412,0.11439999999999997
0.9454,0.9248999999999998,0.8718999999999997,0.6404000000000001,0.3392,0.1877,0.1519,0.1277
0.9481999999999998,0.9353,0.8761999999999998,0.648,0.341,0.19609999999999997,0.14559999999999995,0.13729999999999998
0.9509000000000001,0.9438,0.8828999999999999,0.6578999999999999,0.3348,0.17779999999999999,0.15239999999999998,0.11539999999999996
0.9538,0.9551999999999998,0.8877000000000002,0.6531,0.34020000000000006,0.17309999999999995,0.14670000000000002,0.11729999999999999
0.9556000000000001,0.9561000000000003,0.8975,0.6615999999999999,0.3487000000000002,0.1756000000000001,0.15439999999999998,0.10140000000000002
0.9545,0.9615999999999998,0.9042999999999999,0.6553999999999998,0.35230000000000006,0.17999999999999997,0.14729999999999993,0.10839999999999993
0.9569999999999999,0.9624999999999999,0.9088999999999998,0.6637999999999998,0.3502999999999999,0.19109999999999996,0.14709999999999998,0.11869999999999999
0.9567,0.9681000000000001,0.9130999999999997,0.6635999999999999,0.36219999999999997,0.1980999999999999,0.13429999999999997,0.12409999999999999
0.9595999999999999,0.9699,0.9166999999999997,0.6663999999999999,0.35629999999999984,0.1902,0.14569999999999989,0.12569999999999995
0.9597999999999999,0.9736999999999999,0.9190999999999999,0.6799,0.3536000000000004,0.19290000000000002,0.14120000000000002,0.12040000000000001
0.9622999999999999,0.9757000000000001,0.9224,0.6905999999999998,0.3637,0.18239999999999995,0.13539999999999994,0.11889999999999996
0.9637,0.9804,0.9281999999999999,0.6983999999999999,0.3755999999999999,0.19419999999999996,0.13889999999999994,0.12480000000000002
0.9632,0.9831999999999997,0.9372999999999998,0.7003999999999999,0.37079999999999996,0.19950000000000007,0.13339999999999994,0.12359999999999997
0.9652,0.9838,0.9392,0.7000999999999997,0.35599999999999987,0.19760000000000003,0.12719999999999995,0.12269999999999995
0.9670000000000001,0.9886,0.9484000000000001,0.6968000000000001,0.3471,0.19170000000000012,0.15089999999999995,0.10790000000000002
0.9679000000000001,0.9898999999999998,0.9528000000000002,0.6966999999999998,0.33799999999999997,0.18669999999999995,0.14499999999999993,0.11579999999999993
0.9699,0.991,0.9550000000000002,0.7015999999999998,0.34540000000000004,0.17560000000000006,0.15199999999999997,0.12029999999999993
0.9723999999999999,0.9915,0.9570000000000001,0.6989999999999997,0.3469,0.17780000000000004,0.15599999999999994,0.1264
0.9723999999999999,0.9913999999999998,0.9596999999999999,0.7016,0.3389000000000001,0.18389999999999998,0.16779999999999995,0.12249999999999987
0.9735,0.9928,0.9635000000000001,0.7001,0.33570000000000016,0.17199999999999996,0.14600000000000002,0.11669999999999993
0.9748,0.9945999999999999,0.9649000000000001,0.6957,0.33030000000000004,0.17459999999999995,0.14449999999999996,0.11949999999999988
0.9756,0.9944999999999999,0.9668999999999999,0.6972000000000002,0.3312,0.1790999999999999,0.1482,0.10680000000000002
0.9767,0.9955999999999999,0.9702000000000003,0.7086,0.34029999999999994,0.18810000000000002,0.14629999999999993,0.1053
0.9780000000000001,0.9964,0.9722,0.7097000000000004,0.3271,0.19600000000000012,0.16310000000000002,0.10729999999999996
0.9797,0.9969999999999999,0.9742000000000002,0.7092,0.3390000000000001,0.20490000000000003,0.149,0.10799999999999997
0.9809,0.9976,0.9743999999999999,0.7113999999999997,0.33770000000000006,0.21660000000000004,0.15150000000000002,0.09569999999999995
0.9815,0.9981,0.9764999999999999,0.7062000000000004,0.33559999999999995,0.21239999999999992,0.14789999999999998,0.10590000000000002
0.9849000000000001,0.9984000000000001,0.9777000000000001,0.7154000000000003,0.32289999999999996,0.20960000000000004,0.13719999999999996,0.1051
0.9865,0.9991,0.9772,0.7135000000000001,0.32279999999999986,0.21309999999999976,0.15069999999999995,0.12389999999999991
0.9889,0.9991,0.9783999999999999,0.7108000000000003,0.3405,0.1895,0.13669999999999996,0.10799999999999996
0.9895,0.9998,0.9800000000000001,0.7191999999999998,0.3452000000000001,0.21540000000000004,0.12529999999999994,0.12210000000000003
0.9894999999999999,0.9998,0.9797000000000001,0.7248,0.33300000000000013,0.2216,0.12570000000000006,0.12329999999999997
0.9906,0.9998999999999999,0.9816999999999999,0.7232000000000001,0.3363000000000001,0.22740000000000002,0.13689999999999994,0.11699999999999999
0.9899000000000001,0.9997,0.9808999999999999,0.7278,0.3353,0.2145,0.139,0.11729999999999997
0.9898,0.9995,0.9845,0.7312000000000002,0.32770000000000005,0.20980000000000004,0.15339999999999995,0.11399999999999996
0.9913,0.9998,0.9854999999999998,0.7345999999999998,0.3288000000000001,0.21109999999999995,0.1459,0.09739999999999999
0.9894,0.9998999999999999,0.9856,0.7464999999999999,0.3395000000000001,0.22510000000000005,0.13209999999999997,0.11500000000000007
0.9897,1.0,0.9861,0.7441999999999999,0.3378999999999999,0.2325,0.13130000000000003,0.10529999999999996
0.9896,1.0,0.9868000000000001,0.7448,0.3276,0.21989999999999998,0.12799999999999995,0.11280000000000003
0.9904999999999999,1.0,0.9878999999999999,0.7442000000000002,0.32100000000000006,0.20859999999999984,0.14149999999999996,0.10840000000000001
0.9927000000000001,1.0,0.9895999999999999,0.7474000000000001,0.33520000000000005,0.2036999999999999,0.1564,0.12049999999999997
0.9924000000000001,1.0,0.9886,0.7458000000000001,0.3203000000000001,0.20349999999999993,0.1496,0.10629999999999995
0.9919,1.0,0.9890000000000001,0.7402999999999998,0.33160000000000006,0.20510000000000012,0.13999999999999996,0.09779999999999993
0.9934999999999999,1.0,0.9906,0.7462000000000002,0.3199000000000001,0.18729999999999994,0.1362,0.1021
0.9944,1.0,0.9907,0.7511,0.32919999999999994,0.1720999999999999,0.14039999999999997,0.11350000000000002
0.9952000000000001,1.0,0.9921,0.7623999999999996,0.31909999999999994,0.18849999999999995,0.15070000000000003,0.12699999999999992
0.9956,1.0,0.9948999999999999,0.7538999999999997,0.3276999999999999,0.20310000000000009,0.15629999999999994,0.12739999999999999
0.9954999999999999,1.0,0.9936,0.7550999999999999,0.32439999999999997,0.19879999999999995,0.15319999999999995,0.11379999999999992
0.9946,1.0,0.9937,0.7508000000000002,0.31829999999999997,0.19990000000000002,0.14429999999999996,0.11889999999999992
0.9953,1.0,0.9953,0.7560000000000001,0.3217999999999999,0.20860000000000004,0.15170000000000003,0.11839999999999992
0.9949000000000001,1.0,0.9954,0.7518999999999998,0.3387,0.18889999999999993,0.15619999999999995,0.11620000000000001
0.9950999999999999,1.0,0.9953,0.7587999999999999,0.34119999999999995,0.19339999999999993,0.15279999999999996,0.11209999999999999
0.9952000000000001,1.0,0.9944,0.7591,0.33430000000000015,0.17660000000000003,0.166,0.11789999999999994
0.9959,1.0,0.9949000000000001,0.7567999999999997,0.3382,0.1775999999999999,0.14699999999999994,0.09709999999999995
0.9961,1.0,0.9945,0.7627999999999999,0.3406000000000002,0.20009999999999997,0.16349999999999995,0.11650000000000003
0.9959,1.0,0.995,0.7705999999999997,0.33589999999999987,0.1924000000000001,0.1374,0.11479999999999997
0.9956999999999999,1.0,0.9947,0.7717999999999998,0.34530000000000016,0.19110000000000013,0.13539999999999996,0.12200000000000003
0.9964,1.0,0.9954999999999999,0.7704000000000005,0.3441999999999999,0.20759999999999995,0.14070000000000005,0.12390000000000001
0.9963,1.0,0.9965,0.7695000000000001,0.34540000000000004,0.19709999999999997,0.14159999999999998,0.1282
0.9965999999999999,1.0,0.9972999999999999,0.7683999999999999,0.343,0.18640000000000004,0.14039999999999997,0.11949999999999998
0.9963,1.0,0.9984999999999999,0.7655000000000001,0.34740000000000004,0.1881999999999999,0.13890000000000002,0.12279999999999996
0.9967,1.0,0.9984000000000001,0.7704,0.35609999999999997,0.1771,0.13780000000000003,0.12049999999999994
0.9969,1.0,0.9986,0.7708999999999999,0.33829999999999993,0.18389999999999998,0.14229999999999993,0.1251
0.997,1.0,0.9992,0.7731999999999997,0.32880000000000004,0.1822999999999999,0.14989999999999998,0.11839999999999992
0.9971000000000001,1.0,0.9994,0.7783,0.3329,0.18440000000000004,0.1494,0.11319999999999995
0.9972999999999999,1.0,0.9995,0.7703999999999998,0.3311000000000001,0.19409999999999988,0.1435,0.1151
0.9978999999999999,1.0,0.9993000000000001,0.7737999999999997,0.34259999999999996,0.1968,0.14549999999999988,0.11199999999999996
0.9981,1.0,0.9995,0.7766000000000003,0.3595999999999999,0.2008,0.15779999999999994,0.11389999999999993
0.9977000000000001,1.0,0.9996,0.7781,0.3656000000000001,0.19879999999999998,0.15209999999999993,0.12009999999999993
0.9978,1.0,0.9994,0.7819000000000004,0.3841000000000001,0.20309999999999997,0.14839999999999995,0.12329999999999995
0.9983,1.0,0.9993000000000001,0.7801000000000002,0.3917000000000001,0.2126,0.1422999999999999,0.11780000000000002
0.9986,1.0,0.9996,0.7738000000000004,0.3796,0.1984,0.14879999999999996,0.11459999999999995
0.9984999999999999,1.0,0.9994,0.7894999999999999,0.3790999999999998,0.1894,0.14489999999999997,0.11409999999999997
0.9990000000000001,1.0,0.9990000000000001,0.7905999999999999,0.3699999999999999,0.19299999999999998,0.16099999999999998,0.10649999999999996
0.9987999999999999,1.0,0.9993000000000001,0.7940000000000004,0.3599999999999999,0.20179999999999992,0.1527999999999999,0.11410000000000002
0.9987,1.0,0.9995,0.7843000000000001,0.3602000000000001,0.21270000000000006,0.14049999999999996,0.12700000000000003
0.9984000000000001,1.0,0.9993000000000001,0.7746,0.3665,0.20020000000000007,0.1469,0.11879999999999998
0.9986,1.0,0.9986,0.7751000000000002,0.34079999999999994,0.18009999999999998,0.15749999999999997,0.11889999999999995
0.9987999999999999,1.0,0.9990000000000001,0.7876000000000001,0.32659999999999995,0.18120000000000006,0.15759999999999993,0.09559999999999992
0.9987999999999999,1.0,0.9989,0.7767000000000001,0.3379000000000001,0.19200000000000003,0.15710000000000002,0.10409999999999997
0.9986,1.0,0.9987,0.7823,0.34850000000000003,0.18739999999999998,0.15439999999999998,0.11070000000000002
0.9981,1.0,0.9995,0.7847999999999997,0.35359999999999997,0.18359999999999996,0.1564,0.10069999999999996
0.9983,1.0,0.9997,0.7903,0.34009999999999996,0.17909999999999995,0.15039999999999998,0.11029999999999995
0.9984000000000001,1.0,0.9996,0.7931,0.3391999999999998,0.1910000000000001,0.15669999999999998,0.0965
0.9981,1.0,0.9995,0.7929,0.3350999999999999,0.20420000000000002,0.15900000000000003,0.09379999999999997
0.9987,1.0,0.9997,0.7917000000000001,0.33820000000000017,0.19090000000000007,0.15069999999999995,0.10539999999999995
