$\epsilon=0.1$,$\epsilon=0.15$,$\epsilon=0.2$,$\epsilon=0.25$,$\epsilon=0.3$,$\epsilon=0.35$,$\epsilon=0.4$
1.0,1.0,1.0,0.8440999999999999,0.5498000000000001,0.3694000000000001,0.20239999999999994
1.0,1.0,1.0,0.8464000000000002,0.5632,0.36040000000000005,0.1993
1.0,1.0,1.0,0.8550000000000003,0.5726,0.35440000000000005,0.19330000000000003
1.0,1.0,1.0,0.8573000000000001,0.5793000000000004,0.3550999999999999,0.19720000000000015
1.0,1.0,1.0,0.8606,0.5826000000000001,0.3578,0.19790000000000008
1.0,1.0,1.0,0.8663000000000004,0.5938999999999999,0.3493000000000003,0.20679999999999996
1.0,1.0,1.0,0.8653999999999997,0.6003,0.3386,0.20390000000000005
1.0,1.0,1.0,0.862,0.5949,0.33929999999999993,0.20399999999999996
1.0,1.0,1.0,0.8655999999999999,0.6023000000000001,0.3375,0.20149999999999996
1.0,1.0,1.0,0.8569,0.59,0.3371,0.21070000000000003
1.0,1.0,1.0,0.8608999999999999,0.5850999999999998,0.35359999999999997,0.20449999999999996
1.0,1.0,1.0,0.8580000000000004,0.5916000000000001,0.34940000000000004,0.18809999999999988
1.0,1.0,1.0,0.8645999999999999,0.5861999999999999,0.3513999999999999,0.19399999999999995
1.0,1.0,1.0,0.8683000000000001,0.5754999999999998,0.3442000000000002,0.19579999999999995
1.0,1.0,1.0,0.8793999999999997,0.5681999999999999,0.3416000000000001,0.19139999999999996
1.0,1.0,1.0,0.8708,0.5824999999999999,0.3582000000000001,0.19010000000000005
1.0,1.0,1.0,0.862,0.5892,0.3648000000000001,0.20520000000000002
1.0,1.0,1.0,0.8601999999999999,0.5907000000000001,0.3762,0.22659999999999988
1.0,1.0,1.0,0.8570000000000003,0.5919000000000001,0.3679999999999999,0.22549999999999998
1.0,1.0,1.0,0.8530999999999999,0.5956,0.3765,0.22000000000000008
1.0,1.0,1.0,0.8583000000000002,0.6027,0.3825999999999999,0.20950000000000002
1.0,1.0,1.0,0.8650000000000001,0.5968000000000002,0.37309999999999993,0.20709999999999995
1.0,1.0,1.0,0.8655999999999999,0.5817000000000003,0.36050000000000004,0.1930000000000001
1.0,1.0,1.0,0.8678999999999998,0.5866,0.3656999999999998,0.18390000000000006
1.0,1.0,1.0,0.8567000000000001,0.5953999999999998,0.3532999999999999,0.18480000000000005
1.0,1.0,1.0,0.8641000000000001,0.6017000000000003,0.3571999999999999,0.18549999999999997
1.0,1.0,1.0,0.8677999999999999,0.5974999999999998,0.3518000000000001,0.19969999999999996
1.0,1.0,1.0,0.8713000000000001,0.5818000000000001,0.34240000000000004,0.19830000000000006
1.0,1.0,1.0,0.8697,0.5902000000000003,0.3410999999999999,0.2104
1.0,1.0,1.0,0.8756,0.5851,0.32909999999999995,0.19049999999999997
1.0,1.0,1.0,0.8789000000000001,0.5836000000000002,0.31909999999999994,0.19269999999999998
1.0,1.0,1.0,0.8775000000000003,0.5828999999999999,0.33169999999999994,0.19380000000000003
1.0,1.0,1.0,0.8801999999999996,0.5877,0.3249,0.19479999999999997
1.0,1.0,1.0,0.8767999999999998,0.5906000000000001,0.3216999999999999,0.18509999999999993
1.0,1.0,1.0,0.8786,0.5888,0.33520000000000016,0.19950000000000004
1.0,1.0,1.0,0.8845999999999998,0.5868,0.33620000000000005,0.20930000000000004
1.0,1.0,1.0,0.8787000000000001,0.5911000000000003,0.3387,0.19780000000000006
1.0,1.0,1.0,0.8736000000000003,0.5977000000000001,0.34559999999999996,0.20700000000000002
1.0,1.0,1.0,0.8752,0.5967000000000002,0.34269999999999995,0.20969999999999994
1.0,1.0,1.0,0.8777999999999999,0.5873,0.34019999999999995,0.21419999999999995
1.0,1.0,1.0,0.8783999999999998,0.5906,0.3418999999999999,0.21099999999999997
1.0,1.0,1.0,0.8793,0.6000999999999999,0.3293999999999999,0.2076999999999999
1.0,1.0,1.0,0.8787999999999998,0.5965000000000001,0.32160000000000005,0.21009999999999998
1.0,1.0,1.0,0.8849000000000002,0.5932,0.32849999999999996,0.2034999999999999
1.0,1.0,1.0,0.8825999999999999,0.6020000000000001,0.3379000000000001,0.2046999999999999
1.0,1.0,1.0,0.8797000000000001,0.5966999999999998,0.32650000000000007,0.20179999999999995
1.0,1.0,1.0,0.8824,0.5905999999999999,0.3349999999999999,0.20139999999999997
1.0,1.0,1.0,0.8767,0.5981999999999997,0.3395,0.2
1.0,1.0,1.0,0.88,0.5967999999999999,0.34720000000000006,0.1986
1.0,1.0,1.0,0.8800999999999999,0.5881000000000001,0.3475999999999999,0.1990000000000001
1.0,1.0,1.0,0.8813999999999999,0.585,0.3474999999999999,0.1926999999999999
1.0,1.0,1.0,0.8774999999999998,0.5724999999999999,0.3562000000000001,0.18010000000000004
1.0,1.0,1.0,0.8803,0.5697000000000001,0.35429999999999984,0.1629
1.0,1.0,1.0,0.8798999999999999,0.5685,0.3435,0.18730000000000005
1.0,1.0,1.0,0.8854,0.5535000000000001,0.3295000000000002,0.1960999999999999
1.0,1.0,1.0,0.8952999999999999,0.5730000000000001,0.324,0.19350000000000006
1.0,1.0,1.0,0.8928999999999999,0.5801000000000001,0.33259999999999984,0.1892999999999999
1.0,1.0,1.0,0.8960000000000002,0.5741999999999999,0.33279999999999993,0.18509999999999988
1.0,1.0,1.0,0.8953000000000003,0.5739,0.34340000000000004,0.19959999999999997
1.0,1.0,1.0,0.8860000000000003,0.5674999999999999,0.3423999999999999,0.18090000000000006
1.0,1.0,1.0,0.8848000000000001,0.5692,0.3417,0.19169999999999998
1.0,1.0,1.0,0.8774000000000005,0.5827999999999999,0.35530000000000006,0.20330000000000006
1.0,1.0,1.0,0.8802000000000001,0.5960999999999997,0.35120000000000007,0.20609999999999995
1.0,1.0,1.0,0.8830000000000001,0.6125999999999998,0.3549000000000001,0.1895000000000001
1.0,1.0,1.0,0.8861,0.6036,0.3613,0.20129999999999995
1.0,1.0,1.0,0.8868999999999998,0.6090000000000001,0.3633000000000001,0.2014
1.0,1.0,1.0,0.8881999999999998,0.5969999999999999,0.3679999999999999,0.20919999999999997
1.0,1.0,1.0,0.8876000000000002,0.5938000000000002,0.35759999999999975,0.19480000000000003
1.0,1.0,1.0,0.8960999999999999,0.5884999999999999,0.36249999999999993,0.19579999999999992
1.0,1.0,1.0,0.8940000000000003,0.5754999999999998,0.3593999999999999,0.19909999999999994
1.0,1.0,1.0,0.8946999999999999,0.5801999999999998,0.3663000000000002,0.20989999999999998
1.0,1.0,1.0,0.8909,0.6011000000000002,0.37120000000000003,0.20939999999999998
1.0,1.0,1.0,0.8872999999999999,0.5962999999999999,0.36589999999999995,0.20110000000000006
1.0,1.0,1.0,0.8896999999999999,0.5952000000000001,0.3655,0.20179999999999992
1.0,1.0,1.0,0.8945000000000001,0.6023999999999997,0.3699000000000002,0.19330000000000006
1.0,1.0,1.0,0.9005,0.6063999999999998,0.38089999999999996,0.19519999999999998
1.0,1.0,1.0,0.9004000000000003,0.5934000000000001,0.37939999999999996,0.18840000000000004
1.0,1.0,1.0,0.9025999999999996,0.6017000000000001,0.37949999999999995,0.1821
1.0,1.0,1.0,0.9024999999999997,0.6056999999999999,0.37790000000000007,0.18050000000000008
1.0,1.0,1.0,0.8992999999999999,0.6148000000000001,0.3722,0.18959999999999994
1.0,1.0,1.0,0.8996999999999999,0.5973000000000002,0.3738,0.1971
1.0,1.0,1.0,0.8938000000000001,0.6125,0.36409999999999987,0.19179999999999997
1.0,1.0,1.0,0.8977,0.5997,0.35579999999999984,0.19529999999999995
1.0,1.0,1.0,0.8978,0.6027999999999999,0.35040000000000004,0.20149999999999998
1.0,1.0,1.0,0.8985000000000001,0.6021,0.3512999999999999,0.20629999999999998
1.0,1.0,1.0,0.9009000000000001,0.6061000000000003,0.34629999999999994,0.1882
1.0,1.0,1.0,0.9035,0.5989000000000001,0.36829999999999996,0.19619999999999993
1.0,1.0,1.0,0.9047999999999999,0.6084,0.3510999999999999,0.2006
1.0,1.0,1.0,0.9045000000000002,0.6,0.35509999999999997,0.22040000000000018
1.0,1.0,1.0,0.8986999999999999,0.5941000000000001,0.36279999999999996,0.21540000000000004
1.0,1.0,1.0,0.9018999999999999,0.5922000000000002,0.35949999999999993,0.2212
1.0,1.0,1.0,0.8949000000000003,0.5879000000000001,0.3648,0.2104
1.0,1.0,1.0,0.8958999999999997,0.5932999999999999,0.36769999999999997,0.21960000000000002
1.0,1.0,1.0,0.8982999999999997,0.5909000000000002,0.37549999999999994,0.2029000000000001
1.0,1.0,1.0,0.9047000000000002,0.5946,0.3624000000000001,0.2073999999999998
1.0,1.0,1.0,0.9041,0.5912999999999999,0.34509999999999996,0.21629999999999996
1.0,1.0,1.0,0.9018999999999998,0.5864999999999999,0.34969999999999984,0.2150000000000001
1.0,1.0,1.0,0.9019999999999999,0.5853999999999999,0.35400000000000015,0.2186999999999999
1.0,1.0,1.0,0.9019999999999999,0.5938999999999997,0.35200000000000004,0.22750000000000006
1.0,1.0,1.0,0.9086999999999997,0.6012,0.35710000000000003,0.21969999999999998
1.0,1.0,1.0,0.9066000000000001,0.6046999999999998,0.3497000000000002,0.22040000000000007
1.0,1.0,1.0,0.9055,0.6026,0.3544000000000001,0.22
1.0,1.0,1.0,0.9116000000000001,0.6064999999999999,0.3597999999999999,0.2186000000000001
1.0,1.0,1.0,0.9128000000000001,0.6101999999999999,0.3478,0.21239999999999995
1.0,1.0,1.0,0.9152000000000002,0.6004999999999999,0.3381,0.20709999999999998
1.0,1.0,1.0,0.9090000000000003,0.5868,0.3360999999999999,0.2118000000000001
1.0,1.0,1.0,0.9108000000000002,0.5927,0.3457,0.21140000000000003
1.0,1.0,1.0,0.9057999999999998,0.5803000000000003,0.3537000000000001,0.20879999999999999
1.0,1.0,1.0,0.9054000000000001,0.5781000000000001,0.3551999999999999,0.21319999999999997
1.0,1.0,1.0,0.9031999999999999,0.581,0.35519999999999996,0.19909999999999997
1.0,1.0,1.0,0.8988999999999998,0.5858000000000001,0.3735000000000001,0.2024
1.0,1.0,1.0,0.8943999999999999,0.5863000000000002,0.364,0.1927000000000001
1.0,1.0,1.0,0.8948000000000002,0.5861999999999999,0.3624999999999999,0.20110000000000003
1.0,1.0,1.0,0.8915999999999997,0.5780000000000001,0.37499999999999983,0.1985999999999999
1.0,1.0,1.0,0.8991000000000001,0.5992999999999998,0.38770000000000004,0.1966000000000001
1.0,1.0,1.0,0.8994,0.6076999999999999,0.384,0.19760000000000005
1.0,1.0,1.0,0.9016,0.5997000000000002,0.38489999999999985,0.20320000000000008
1.0,1.0,1.0,0.9020999999999998,0.6126999999999998,0.4011,0.19500000000000006
1.0,1.0,1.0,0.9033999999999999,0.6181,0.3966000000000001,0.19089999999999996
1.0,1.0,1.0,0.8939000000000001,0.6085999999999998,0.3776000000000002,0.17620000000000005
1.0,1.0,1.0,0.8959999999999998,0.5955000000000003,0.3740999999999998,0.18139999999999992
1.0,1.0,1.0,0.904,0.5994999999999999,0.369,0.18469999999999995
1.0,1.0,1.0,0.9031,0.6121000000000001,0.3596000000000001,0.1819999999999999
1.0,1.0,1.0,0.9048999999999998,0.6157000000000002,0.35190000000000005,0.20029999999999998
1.0,1.0,1.0,0.9064999999999999,0.6131,0.3452,0.20609999999999992
1.0,1.0,1.0,0.9105,0.5994999999999999,0.34889999999999993,0.22880000000000006
1.0,1.0,1.0,0.9049999999999997,0.6116000000000001,0.34510000000000013,0.22979999999999998
1.0,1.0,1.0,0.9028000000000002,0.5986,0.3391000000000001,0.21810000000000007
1.0,1.0,1.0,0.9077000000000001,0.6012,0.34509999999999996,0.22219999999999993
1.0,1.0,1.0,0.9041,0.6141999999999999,0.3486,0.2247
1.0,1.0,1.0,0.892,0.6016000000000001,0.3522,0.22829999999999995
1.0,1.0,1.0,0.9009999999999999,0.5907000000000001,0.3517,0.21409999999999996
1.0,1.0,1.0,0.8991,0.5793000000000001,0.3420000000000001,0.20359999999999992
1.0,1.0,1.0,0.8999999999999999,0.5858999999999998,0.35019999999999996,0.21050000000000002
1.0,1.0,1.0,0.9020999999999998,0.5807000000000001,0.3481,0.20599999999999993
1.0,1.0,1.0,0.9085000000000004,0.5937,0.3441,0.20540000000000005
1.0,1.0,1.0,0.9015999999999998,0.5860000000000002,0.3481,0.2011999999999999
1.0,1.0,1.0,0.9024,0.5849,0.3596999999999999,0.19529999999999995
1.0,1.0,1.0,0.9005999999999998,0.5872999999999998,0.3588000000000001,0.1929
1.0,1.0,1.0,0.9044999999999997,0.586,0.37390000000000023,0.19060000000000002
1.0,1.0,1.0,0.8998000000000004,0.5850999999999997,0.35860000000000014,0.20200000000000004
1.0,1.0,1.0,0.8993000000000003,0.5777000000000001,0.3664000000000002,0.18590000000000004
1.0,1.0,1.0,0.8981000000000001,0.5781,0.36,0.18629999999999997
1.0,1.0,1.0,0.9019000000000001,0.5841000000000002,0.36019999999999996,0.19359999999999997
1.0,1.0,1.0,0.9034,0.5825,0.37249999999999983,0.19700000000000004
1.0,1.0,1.0,0.9104000000000001,0.5879000000000001,0.3628,0.18669999999999995
1.0,1.0,1.0,0.9121000000000002,0.5943999999999999,0.3464000000000001,0.17739999999999995
1.0,1.0,1.0,0.9115999999999999,0.6005000000000004,0.3477000000000001,0.1856
1.0,1.0,1.0,0.9066,0.6083000000000002,0.3546999999999999,0.17559999999999998
1.0,1.0,1.0,0.9132000000000002,0.6057999999999998,0.3452000000000002,0.1838
1.0,1.0,1.0,0.9181999999999999,0.5956999999999999,0.33100000000000007,0.1844
1.0,1.0,1.0,0.919,0.6037,0.3307999999999999,0.19720000000000001
1.0,1.0,1.0,0.9166999999999998,0.6156000000000001,0.3533000000000001,0.20100000000000012
1.0,1.0,1.0,0.9202999999999999,0.6090000000000001,0.34670000000000006,0.19249999999999998
1.0,1.0,1.0,0.9192000000000004,0.6084999999999998,0.35290000000000005,0.18769999999999992
1.0,1.0,1.0,0.9206000000000002,0.6042000000000001,0.3601,0.1907
1.0,1.0,1.0,0.9169999999999999,0.6111999999999999,0.3592000000000002,0.21519999999999995
1.0,1.0,1.0,0.9206,0.6053999999999997,0.3443,0.20749999999999996
1.0,1.0,1.0,0.9186999999999999,0.6084000000000002,0.33299999999999996,0.19800000000000006
1.0,1.0,1.0,0.9209,0.6199999999999999,0.32050000000000006,0.1947
1.0,1.0,1.0,0.9258,0.6225,0.3454,0.1978
1.0,1.0,1.0,0.9259,0.625,0.336,0.19030000000000002
1.0,1.0,1.0,0.9159999999999999,0.6104,0.3393999999999998,0.18950000000000003
1.0,1.0,1.0,0.9125000000000001,0.6037999999999999,0.3386,0.20379999999999998
1.0,1.0,1.0,0.9174999999999999,0.6039999999999999,0.332,0.1936
1.0,1.0,1.0,0.9150999999999999,0.6030999999999999,0.33199999999999996,0.20009999999999997
1.0,1.0,1.0,0.9138000000000003,0.5996000000000001,0.3465,0.20809999999999987
1.0,1.0,1.0,0.9108999999999999,0.5963999999999999,0.34039999999999976,0.21180000000000004
1.0,1.0,1.0,0.9066999999999997,0.5865,0.3405,0.20410000000000011
1.0,1.0,1.0,0.9063,0.5954999999999999,0.3219000000000001,0.19610000000000005
1.0,1.0,1.0,0.9095999999999996,0.5882999999999997,0.34100000000000014,0.1971
1.0,1.0,1.0,0.9146000000000001,0.5953000000000002,0.3435999999999999,0.1912000000000001
1.0,1.0,1.0,0.9171999999999997,0.5785999999999999,0.34790000000000004,0.18470000000000006
1.0,1.0,1.0,0.9213999999999999,0.5789,0.3516000000000002,0.20389999999999994
1.0,1.0,1.0,0.9233999999999999,0.5851000000000001,0.3621999999999998,0.20710000000000003
1.0,1.0,1.0,0.919,0.5892999999999998,0.3662999999999999,0.2125
1.0,1.0,1.0,0.9153,0.5916999999999999,0.37479999999999997,0.20359999999999995
1.0,1.0,1.0,0.9162,0.6033000000000002,0.36750000000000016,0.2005
1.0,1.0,1.0,0.9142,0.5984000000000002,0.3651,0.20629999999999993
1.0,1.0,1.0,0.9149999999999997,0.5931000000000001,0.364,0.18699999999999994
1.0,1.0,1.0,0.9223,0.5950000000000003,0.36239999999999994,0.19449999999999992
1.0,1.0,1.0,0.9248000000000003,0.5847,0.3674,0.20259999999999997
1.0,1.0,1.0,0.9218999999999999,0.6020000000000002,0.37889999999999996,0.19919999999999993
1.0,1.0,1.0,0.9199,0.6000999999999997,0.37160000000000026,0.19550000000000003
1.0,1.0,1.0,0.9113000000000001,0.6095000000000002,0.3721000000000001,0.20230000000000004
1.0,1.0,1.0,0.9156999999999996,0.5996,0.36219999999999997,0.21050000000000002
1.0,1.0,1.0,0.9180999999999999,0.5975,0.36199999999999993,0.20660000000000003
1.0,1.0,1.0,0.9230999999999999,0.5957,0.3448999999999999,0.22050000000000008
1.0,1.0,1.0,0.9229,0.5984999999999997,0.3497,0.19599999999999998
1.0,1.0,1.0,0.9203,0.5817999999999999,0.34850000000000014,0.19269999999999998
1.0,1.0,1.0,0.9203000000000003,0.5869999999999999,0.3506,0.20430000000000004
1.0,1.0,1.0,0.9211000000000003,0.5942999999999997,0.3636000000000001,0.19940000000000005
1.0,1.0,1.0,0.9238999999999997,0.5977000000000002,0.36330000000000007,0.20199999999999993
1.0,1.0,1.0,0.9221999999999997,0.5841999999999999,0.3520000000000001,0.19149999999999998
1.0,1.0,1.0,0.9221999999999997,0.5802000000000003,0.3536999999999999,0.20590000000000017
1.0,1.0,1.0,0.9279000000000001,0.5636000000000001,0.3599,0.191
1.0,1.0,1.0,0.9209,0.5705,0.36200000000000027,0.1793
1.0,1.0,1.0,0.9250999999999999,0.5723000000000003,0.3635,0.17860000000000004
1.0,1.0,1.0,0.9247999999999998,0.5768,0.35200000000000015,0.18929999999999997
1.0,1.0,1.0,0.9229,0.5844999999999999,0.3552999999999999,0.19489999999999996
1.0,1.0,1.0,0.9261999999999999,0.5705,0.3522999999999999,0.19279999999999994
1.0,1.0,1.0,0.9264999999999998,0.5773999999999997,0.35830000000000006,0.20439999999999994
1.0,1.0,1.0,0.925,0.5787,0.3687,0.2034
1.0,1.0,1.0,0.9235999999999999,0.5684999999999999,0.38460000000000016,0.20290000000000005
1.0,1.0,1.0,0.9206,0.5734999999999998,0.373,0.21250000000000008
